date,is_promo_period,day_of_week,new_enterpriser_count,new_bee_count,transaction_volume_online,transaction_volume_offline,sales_ep_thousand_idr,top_product_id,new_bee_count_outlier,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,rolling_mean_90,rolling_std_90,day_of_week_num,day_of_month,month,week_of_year,is_weekend,quarter,promo_lag1,promo_next1,days_since_start
2024-05-24,0,Friday,169,479,3959,1908,1159713,Skincare B,0,157.0,158.0,134.0,155.0,189.0,332.0,296.0,164.42857142857142,37.50936391026134,160.78571428571428,29.265833509212225,227.86666666666667,93.77034798335517,208.48888888888888,76.13710938640791,4,24,5,21,0,2,0.0,0.0,874
2024-05-25,0,Saturday,228,647,5471,2660,1671239,Skincare B,0,169.0,157.0,158.0,210.0,182.0,407.0,446.0,167.0,41.55317877932689,164.07142857142858,34.02592741224928,226.66666666666666,93.52201781448011,208.9777777777778,76.11935893053094,5,25,5,21,1,2,0.0,0.0,875
2024-05-26,0,Sunday,209,593,4908,2187,1494238,Supplement A,0,228.0,169.0,157.0,213.0,159.0,326.0,416.0,166.42857142857142,40.83649161741351,167.64285714285714,36.01838663549631,223.76666666666668,92.64268895110901,210.0888888888889,75.36974692514592,6,26,5,21,1,2,0.0,0.0,876
2024-05-27,0,Monday,125,354,3290,1636,951525,Herbal D,0,209.0,228.0,169.0,110.0,118.0,234.0,124.0,168.57142857142858,37.65128215106471,168.14285714285714,35.318021424799,213.06666666666666,84.24714600029719,209.93333333333334,75.53238757667931,0,27,5,22,0,2,0.0,0.0,877
2024-05-28,0,Tuesday,144,410,3260,1647,986548,Supplement A,0,125.0,209.0,228.0,134.0,149.0,263.0,136.0,170.0,36.28590176179591,167.78571428571428,35.55100035686127,204.0,75.87466979988362,210.14444444444445,75.31858345543168,1,28,5,22,0,2,0.0,0.0,878
2024-05-29,0,Wednesday,139,396,3546,2028,1152776,Skincare B,0,144.0,125.0,209.0,158.0,172.0,315.0,281.0,167.28571428571428,38.00313270295137,165.42857142857142,36.33543361876473,204.5,75.3770979578792,210.2888888888889,75.16771426892316,2,29,5,22,0,2,0.0,0.0,879
2024-05-30,0,Thursday,142,404,3804,1815,1092037,Collagen F,0,139.0,144.0,125.0,157.0,165.0,309.0,247.0,165.14285714285714,39.087204093022045,163.78571428571428,36.87229222689925,204.7,75.1968221999142,210.16666666666666,75.27078457964915,3,30,5,22,0,2,0.0,0.0,880
2024-05-31,0,Friday,208,589,4073,2239,1230255,Probiotic G,0,142.0,139.0,144.0,169.0,155.0,189.0,332.0,170.71428571428572,42.37025012007992,167.57142857142858,38.58200913082874,202.26666666666668,73.81100438156959,210.16666666666666,75.27078457964915,4,31,5,22,0,2,0.0,0.0,881
2024-06-01,0,Saturday,257,730,4485,2801,1363513,Vitamin C,0,208.0,142.0,139.0,228.0,210.0,182.0,407.0,174.85714285714286,49.69047048623001,170.92857142857142,44.19443801711114,202.6,74.0422060439994,211.27777777777777,75.21520103620243,5,1,6,22,1,2,0.0,0.0,882
2024-06-02,0,Sunday,181,515,5261,2613,1652339,Supplement A,0,257.0,208.0,142.0,209.0,213.0,159.0,326.0,170.85714285714286,47.565493695285326,168.64285714285714,42.65173302071388,197.56666666666666,69.96239548221023,211.7888888888889,74.84643371063842,6,2,6,22,1,2,0.0,1.0,883
2024-06-03,1,Monday,291,827,5744,2323,1599595,Protein E,0,181.0,257.0,208.0,125.0,110.0,118.0,234.0,194.57142857142858,60.5113133853422,181.57142857142858,50.26195117843786,193.7,60.56239301972685,213.5222222222222,74.85449973006097,0,3,6,23,0,2,0.0,1.0,884
2024-06-04,1,Tuesday,266,756,7398,2800,2046067,Detox I,0,291.0,181.0,257.0,144.0,134.0,149.0,263.0,212.0,61.0846407318025,191.0,52.96007204271132,191.7,56.924117669172446,214.5,74.95995185445669,1,4,6,23,0,2,1.0,1.0,885
2024-06-05,1,Wednesday,317,900,7896,2444,2013114,Herbal D,0,266.0,291.0,181.0,139.0,158.0,172.0,315.0,237.42857142857142,62.66008070762257,202.35714285714286,61.67109676196886,194.46666666666667,60.92716586408629,216.15555555555557,75.5643800383935,2,5,6,23,0,2,1.0,1.0,886
2024-06-06,1,Thursday,268,759,8473,2607,2134001,Herbal D,0,317.0,266.0,291.0,142.0,157.0,165.0,309.0,255.42857142857142,46.7577342723723,210.28571428571428,62.52067789807722,194.63333333333333,61.12761288870408,217.16666666666666,75.64334557868969,3,6,6,23,0,2,1.0,1.0,887
2024-06-07,1,Friday,309,876,9033,3105,2324835,Supplement A,0,268.0,317.0,266.0,208.0,169.0,155.0,189.0,269.85714285714283,45.24167905603851,220.28571428571428,66.48010526168231,194.43333333333334,60.72872599453686,218.04444444444445,76.24987177902071,4,7,6,23,0,2,1.0,1.0,888
2024-06-08,1,Saturday,430,1220,9089,2987,2334085,Supplement A,0,309.0,268.0,317.0,257.0,228.0,210.0,182.0,294.57142857142856,74.7057720725277,234.71428571428572,87.02822581158404,198.46666666666667,71.63833174155187,220.75555555555556,79.37159244899986,5,8,6,23,1,2,1.0,1.0,889
2024-06-09,1,Sunday,418,1186,7543,2640,2123198,Vitamin C,0,430.0,309.0,268.0,181.0,209.0,213.0,159.0,328.42857142857144,68.06579450026621,249.64285714285714,99.3336314128821,206.1,82.04008692138835,224.13333333333333,81.22436674304691,6,9,6,23,1,2,1.0,1.0,890
2024-06-10,1,Monday,276,782,5984,1888,1493562,Supplement A,0,418.0,430.0,309.0,291.0,125.0,110.0,118.0,326.2857142857143,69.65800811994399,260.42857142857144,92.73760691469093,209.23333333333332,82.8786746554484,225.17777777777778,81.28083895681131,0,10,6,24,0,2,1.0,1.0,891
2024-06-11,1,Tuesday,335,949,8471,2982,2333594,Supplement A,0,276.0,418.0,430.0,266.0,144.0,134.0,149.0,336.14285714285717,64.38796101609069,274.07142857142856,88.23174405700402,215.1,85.39133041676311,227.42222222222222,81.4955679194388,1,11,6,24,0,2,1.0,1.0,892
2024-06-12,1,Wednesday,338,958,7957,2823,2034992,Skincare B,0,335.0,276.0,418.0,317.0,139.0,158.0,172.0,339.14285714285717,63.834234731918066,288.2857142857143,80.48738895143633,222.43333333333334,86.20772160524716,229.48888888888888,81.91873809109218,2,12,6,24,0,2,1.0,1.0,893
2024-06-13,1,Thursday,377,1069,8156,2796,2290783,Vitamin C,0,338.0,335.0,276.0,268.0,142.0,157.0,165.0,354.7142857142857,56.45562943797713,305.07142857142856,71.65243491027684,230.03333333333333,89.49801898533188,232.04444444444445,82.89819275501394,3,13,6,24,0,2,1.0,1.0,894
2024-06-14,1,Friday,309,875,8570,2686,2127856,Probiotic G,0,377.0,338.0,335.0,309.0,208.0,169.0,155.0,354.7142857142857,56.45562943797713,312.2857142857143,65.98767783740888,234.6,89.92893746232868,233.38888888888889,83.15664039298481,4,14,6,24,0,2,1.0,1.0,895
2024-06-15,1,Saturday,409,1161,9434,3121,2585214,Supplement A,0,309.0,377.0,338.0,430.0,257.0,228.0,210.0,351.7142857142857,52.18465382886226,323.14285714285717,68.64272849926803,242.73333333333332,94.342711040317,235.62222222222223,85.1425213323312,5,15,6,24,1,2,1.0,1.0,896
2024-06-16,1,Sunday,337,955,8460,3280,2268869,Collagen F,0,409.0,309.0,377.0,418.0,181.0,209.0,213.0,340.14285714285717,43.252855672309245,334.2857142857143,55.124235311534036,248.8,94.35823155437437,236.46666666666667,85.77160683656246,6,16,6,24,1,2,1.0,0.0,897
2024-06-17,0,Monday,166,470,3427,1467,928150,Skincare B,0,337.0,409.0,309.0,276.0,291.0,125.0,110.0,324.42857142857144,77.14457670041232,325.35714285714283,70.61990037992392,247.33333333333334,95.31918551077085,235.32222222222222,86.01944224676447,0,17,6,25,0,2,1.0,0.0,898
2024-06-18,0,Tuesday,159,451,3901,1727,1148904,Skincare B,0,166.0,337.0,409.0,335.0,266.0,144.0,134.0,299.2857142857143,98.7736710628808,317.7142857142857,82.35329947285643,245.53333333333333,96.4925344024203,233.6,85.9781524378677,1,18,6,25,0,2,0.0,0.0,899
2024-06-19,0,Wednesday,154,437,3478,2250,1193030,Skincare B,0,159.0,166.0,337.0,338.0,317.0,139.0,158.0,273.0,110.53657011746566,306.07142857142856,93.26180212854439,247.0,94.67876723699568,232.17777777777778,86.22684711588133,2,19,6,25,0,2,0.0,0.0,900
2024-06-20,0,Thursday,188,533,4259,2056,1241685,Vitamin C,0,154.0,159.0,166.0,377.0,268.0,142.0,157.0,246.0,103.775398497589,300.35714285714283,98.09932732683771,248.8,92.95397452132055,230.45555555555555,85.5336402854129,3,20,6,25,0,2,0.0,0.0,901
2024-06-21,0,Friday,188,532,4460,2270,1310182,Herbal D,0,188.0,154.0,159.0,309.0,309.0,208.0,169.0,228.71428571428572,101.58693204297893,291.7142857142857,102.51035862962162,249.8,92.10091916123743,228.42222222222222,84.32161248508531,4,21,6,25,0,2,0.0,0.0,902
2024-06-22,0,Saturday,191,543,5244,2265,1577309,Supplement A,0,188.0,188.0,154.0,409.0,430.0,257.0,228.0,197.57142857142858,63.31102363953502,274.64285714285717,97.48736181826705,250.93333333333334,91.12361188889587,226.88888888888889,83.72472879761814,5,22,6,25,1,2,0.0,0.0,903
2024-06-23,0,Sunday,233,661,4373,2390,1271191,Herbal D,0,191.0,188.0,188.0,337.0,418.0,181.0,209.0,182.71428571428572,26.831041014183665,261.42857142857144,88.70323408007015,253.06666666666666,89.8799710469594,226.3,83.49035468748889,6,23,6,25,1,2,0.0,0.0,904
2024-06-24,0,Monday,162,459,3539,1702,1079852,Skincare B,0,233.0,191.0,188.0,166.0,276.0,291.0,125.0,182.14285714285714,27.28509099263248,253.28571428571428,92.4174713514116,250.86666666666667,91.31103847359529,224.88888888888889,83.4919688588076,0,24,6,26,0,2,0.0,0.0,905
2024-06-25,0,Tuesday,166,470,4201,1774,1272115,Supplement A,0,162.0,233.0,191.0,159.0,335.0,266.0,144.0,183.14285714285714,26.409774525282007,241.21428571428572,91.9591703474372,249.43333333333334,92.32277835019272,223.57777777777778,83.4797933940819,1,25,6,26,0,2,0.0,0.0,906
2024-06-26,0,Wednesday,174,493,4549,1780,1322954,Supplement A,0,166.0,162.0,233.0,154.0,338.0,317.0,139.0,186.0,23.671361036775604,229.5,89.08228693827854,251.06666666666666,90.46010106703085,222.11111111111111,83.17444027828195,2,26,6,26,0,2,0.0,0.0,907
2024-06-27,0,Thursday,178,505,4610,1986,1293291,Protein E,0,174.0,166.0,162.0,188.0,377.0,268.0,142.0,184.57142857142858,23.83175152926082,215.28571428571428,79.04762787413296,252.2,89.27771471552992,220.92222222222222,83.03001051843624,3,27,6,26,0,2,0.0,0.0,908
2024-06-28,0,Friday,210,596,4092,1897,1120611,Skincare B,0,178.0,174.0,166.0,188.0,309.0,309.0,208.0,187.71428571428572,25.733987161692234,208.21428571428572,74.30516968393358,254.56666666666666,87.08762267388211,220.9,83.03269289796422,4,28,6,26,0,2,0.0,0.0,909
2024-06-29,0,Saturday,259,735,5939,2294,1702215,Vitamin C,0,210.0,178.0,174.0,191.0,409.0,430.0,257.0,197.42857142857142,37.38028510171856,197.5,49.94881995988019,258.46666666666664,84.45269368862266,221.87777777777777,82.95657829639967,5,29,6,26,1,2,0.0,0.0,910
2024-06-30,0,Sunday,183,519,4850,2224,1441396,Supplement A,0,259.0,210.0,178.0,233.0,337.0,418.0,181.0,190.28571428571428,34.081834290006675,186.5,29.72890331491544,257.6333333333333,85.08879067686021,222.51111111111112,82.43230037320913,6,30,6,26,1,2,0.0,0.0,911
2024-07-01,0,Monday,149,422,3113,1408,923001,Skincare B,0,183.0,259.0,210.0,162.0,166.0,276.0,291.0,188.42857142857142,36.170232433394176,185.28571428571428,30.9526401792453,254.03333333333333,87.3705873863158,222.66666666666666,82.27837101619507,0,1,7,27,0,3,0.0,0.0,912
2024-07-02,0,Tuesday,162,460,4040,2146,1175366,Supplement A,0,149.0,183.0,259.0,166.0,159.0,335.0,266.0,187.85714285714286,36.612514123947236,185.5,30.766490262570084,253.4,87.98495169139943,222.7888888888889,82.17882589644276,1,2,7,27,0,3,0.0,0.0,913
2024-07-03,0,Wednesday,159,451,3663,1728,1158811,Vitamin C,0,162.0,149.0,183.0,174.0,154.0,338.0,317.0,185.71428571428572,37.97242106983444,185.85714285714286,30.399537301277554,249.0,89.33007370961629,222.5,82.3586634070894,2,3,7,27,0,3,0.0,0.0,914
2024-07-04,0,Thursday,156,442,3638,2210,1138837,Skincare B,0,159.0,162.0,149.0,178.0,188.0,377.0,268.0,182.57142857142858,39.59316920403179,183.57142857142858,31.412183539594462,245.33333333333334,90.85279238998346,222.61111111111111,82.26098430044101,3,4,7,27,0,3,0.0,0.0,915
2024-07-05,0,Friday,195,553,4074,2221,1279473,Herbal D,0,156.0,159.0,162.0,210.0,188.0,309.0,309.0,180.42857142857142,38.244202797536396,184.07142857142858,31.543533497285946,241.26666666666668,90.26280913335042,222.1888888888889,82.30457199806865,4,5,7,27,0,3,0.0,0.0,916
2024-07-06,0,Saturday,189,537,5326,2782,1561784,Detox I,0,195.0,156.0,159.0,259.0,191.0,409.0,430.0,170.42857142857142,18.14623140725792,183.92857142857142,31.514256323896436,238.63333333333333,90.60771198559391,222.13333333333333,82.32549811844102,5,6,7,27,1,3,0.0,0.0,917
2024-07-07,0,Sunday,191,542,4409,2429,1466673,Herbal D,0,189.0,195.0,156.0,183.0,233.0,337.0,418.0,171.57142857142858,19.286067016175714,180.92857142857142,28.320865604202854,234.7,90.00695375435113,222.8,81.820603981852,6,7,7,27,1,3,0.0,1.0,918
2024-07-08,1,Monday,255,723,6798,1926,1692543,Skincare B,0,191.0,189.0,195.0,149.0,162.0,166.0,276.0,186.71428571428572,34.34488940980119,187.57142857142858,33.89738879372372,228.86666666666667,82.24971788373502,223.76666666666668,81.67970468423212,0,8,7,28,0,3,0.0,1.0,919
2024-07-09,1,Tuesday,345,977,6113,2707,1814199,Skincare B,0,255.0,191.0,189.0,162.0,166.0,159.0,335.0,212.85714285714286,66.75434710296335,200.35714285714286,53.32571488627023,226.43333333333334,77.39806793157183,225.5222222222222,82.57366173898171,1,9,7,28,0,3,1.0,1.0,920
2024-07-10,1,Wednesday,311,883,7259,2785,1904758,Supplement A,0,345.0,255.0,191.0,159.0,174.0,154.0,338.0,234.57142857142858,70.90805582550155,210.14285714285714,60.23908409618441,227.6,78.42791550866605,227.45555555555555,82.5147124928505,2,10,7,28,0,3,1.0,1.0,921
2024-07-11,1,Thursday,290,822,6366,2372,1769136,Skincare B,0,311.0,345.0,255.0,156.0,178.0,188.0,377.0,253.71428571428572,63.90282801700953,218.14285714285714,63.01508628019986,226.1,76.71458522475942,228.76666666666668,82.56111798084612,3,11,7,28,0,3,1.0,1.0,922
2024-07-12,1,Friday,367,1041,6770,2588,1988916,Protein E,0,290.0,311.0,345.0,195.0,210.0,188.0,309.0,278.2857142857143,70.31053568684786,229.35714285714286,74.39665743407149,227.06666666666666,78.33875745466102,230.4111111111111,83.82859645145697,4,12,7,28,0,3,1.0,1.0,923
2024-07-13,1,Saturday,423,1200,9950,2853,2685700,Protein E,0,367.0,290.0,311.0,189.0,259.0,191.0,409.0,311.7142857142857,76.1680472939376,241.07142857142858,90.57548002863437,228.6,81.75050353108648,232.72222222222223,86.23172697203321,5,13,7,28,1,3,1.0,1.0,924
2024-07-14,1,Sunday,371,1052,9465,3001,2418551,Protein E,0,423.0,367.0,290.0,191.0,183.0,233.0,337.0,337.42857142857144,56.456051175102644,254.5,95.12562544017564,230.66666666666666,84.58757279449709,235.54444444444445,86.5576590463001,6,14,7,28,1,3,1.0,1.0,925
2024-07-15,1,Monday,261,740,5183,1779,1448980,Skincare B,0,371.0,423.0,367.0,255.0,149.0,162.0,166.0,338.2857142857143,55.0233716576104,262.5,90.150088527624,225.73333333333332,77.87785898148593,236.5888888888889,86.28798065485796,0,15,7,29,0,3,1.0,1.0,926
2024-07-16,1,Tuesday,341,967,6972,2747,2051618,Skincare B,0,261.0,371.0,423.0,345.0,162.0,166.0,159.0,337.7142857142857,54.9627579539533,275.2857142857143,87.45322140473691,225.86666666666667,78.07809235468747,238.51111111111112,86.66897432825151,1,16,7,29,0,3,1.0,1.0,927
2024-07-17,1,Wednesday,323,916,7373,2112,1975939,Skincare B,0,341.0,261.0,371.0,311.0,159.0,174.0,154.0,339.42857142857144,54.172124267183236,287.0,81.45692585183154,231.1,79.18087107898954,240.32222222222222,86.71298747738682,2,17,7,29,0,3,1.0,1.0,928
2024-07-18,1,Thursday,285,807,6171,2505,1643992,Vitamin C,0,323.0,341.0,261.0,290.0,156.0,178.0,188.0,338.7142857142857,54.95972551397545,296.2142857142857,72.27743404775445,235.3,78.56389887789763,241.5,86.59050600578038,3,18,7,29,0,3,1.0,0.0,929
2024-07-19,0,Friday,161,456,3615,2234,1151004,Vitamin C,0,285.0,323.0,341.0,367.0,195.0,210.0,188.0,309.2857142857143,84.50190192280594,293.7857142857143,76.39389682774072,235.53333333333333,78.32414228300102,241.0,86.92706486901294,4,19,7,29,0,3,1.0,0.0,930
2024-07-20,0,Saturday,219,622,4961,2270,1400597,Skincare B,0,161.0,285.0,323.0,423.0,189.0,259.0,191.0,280.14285714285717,73.16517516648844,295.92857142857144,73.5981440879241,236.56666666666666,77.87863384263603,241.16666666666666,86.86968801963792,5,20,7,29,1,3,0.0,0.0,931
2024-07-21,0,Sunday,169,481,3996,2333,1180227,Skincare B,0,219.0,161.0,285.0,371.0,191.0,183.0,233.0,251.28571428571428,71.16580238128073,294.35714285714283,76.19974474301814,235.93333333333334,78.36296333720719,240.2111111111111,87.18822392966838,6,21,7,29,1,3,0.0,0.0,932
2024-07-22,0,Monday,117,332,3216,1739,936055,Supplement A,0,169.0,219.0,161.0,261.0,255.0,149.0,162.0,230.71428571428572,86.9515464415182,284.5,89.45540358619618,233.46666666666667,80.9481457406564,238.51111111111112,88.08783211823807,0,22,7,30,0,3,0.0,0.0,933
2024-07-23,0,Tuesday,169,480,3859,2025,1123155,Herbal D,0,117.0,169.0,219.0,341.0,345.0,162.0,166.0,206.14285714285714,73.91758602531328,271.92857142857144,92.61040337449572,231.33333333333334,81.79972739746036,237.42222222222222,88.3370686794135,1,23,7,30,0,3,0.0,0.0,934
2024-07-24,0,Wednesday,180,510,3580,1688,1097341,Skincare B,0,169.0,117.0,169.0,323.0,311.0,159.0,174.0,185.71428571428572,53.05567605737227,262.57142857142856,94.94752744033387,231.93333333333334,81.33834542687468,236.48888888888888,88.49671414511334,2,24,7,30,0,3,0.0,0.0,935
2024-07-25,0,Thursday,191,542,3399,2038,1074928,Skincare B,0,180.0,169.0,117.0,285.0,290.0,156.0,178.0,172.28571428571428,31.0843705942095,255.5,96.42274707684973,232.76666666666668,80.76559669311791,235.32222222222222,88.39541243088621,3,25,7,30,0,3,0.0,0.0,936
2024-07-26,0,Friday,167,475,4305,1794,1184087,Detox I,0,191.0,180.0,169.0,161.0,367.0,195.0,210.0,173.14285714285714,30.802751886959463,241.21428571428572,93.4008553505788,232.53333333333333,80.951127586163,232.22222222222223,85.77744626147992,4,26,7,30,0,3,0.0,0.0,937
2024-07-27,0,Saturday,221,628,5694,2439,1540183,Supplement A,0,167.0,191.0,180.0,219.0,423.0,189.0,259.0,173.42857142857142,31.30419110841936,226.78571428571428,77.38831016019472,233.96666666666667,80.33055987962918,230.05555555555554,83.51617768481236,5,27,7,30,1,3,0.0,0.0,938
2024-07-28,0,Sunday,218,619,4165,2202,1322629,Probiotic G,0,221.0,167.0,191.0,169.0,371.0,191.0,183.0,180.42857142857142,35.364092631072964,215.85714285714286,65.31798803116563,234.23333333333332,80.26150506564323,231.1,82.75930308545992,6,28,7,30,1,3,0.0,0.0,939
2024-07-29,0,Monday,118,336,2790,1827,982506,Probiotic G,0,218.0,221.0,167.0,117.0,261.0,255.0,149.0,180.57142857142858,35.06592430863771,205.64285714285714,68.80363043066467,229.53333333333333,82.8479010756679,230.9,83.01306922961801,0,29,7,31,0,3,0.0,0.0,940
2024-07-30,0,Tuesday,185,525,3315,2053,1011000,Vitamin C,0,118.0,218.0,221.0,169.0,341.0,345.0,162.0,182.85714285714286,34.705564258145294,194.5,56.777229997189544,229.6,82.80996108664942,229.83333333333334,82.9788452802577,1,30,7,31,0,3,0.0,0.0,941
2024-07-31,0,Wednesday,137,390,3544,1963,1052465,Vitamin C,0,185.0,118.0,218.0,180.0,323.0,311.0,159.0,176.71428571428572,38.853203581834656,181.21428571428572,44.91903583359376,229.2,83.24057366121556,228.61111111111111,83.53142373718138,2,31,7,31,0,3,0.0,0.0,942
2024-08-01,0,Thursday,152,430,3864,2076,1124088,Protein E,0,137.0,185.0,118.0,191.0,285.0,290.0,156.0,171.14285714285714,39.25739238847783,171.71428571428572,34.02358587221938,228.86666666666667,83.53844183588652,226.61111111111111,83.18230884250292,3,1,8,31,0,3,0.0,0.0,943
2024-08-02,0,Friday,148,421,4300,2201,1211165,Supplement A,0,152.0,137.0,185.0,167.0,161.0,367.0,195.0,168.42857142857142,40.23620733807351,170.78571428571428,34.51238032365031,228.5,83.8791207426002,223.73333333333332,81.33103392095593,4,2,8,31,0,3,0.0,0.0,944
2024-08-03,0,Saturday,196,557,5406,2575,1489195,Protein E,0,148.0,152.0,137.0,221.0,219.0,423.0,189.0,164.85714285714286,35.639063640097454,169.14285714285714,32.531303605690354,229.83333333333334,83.00024234835122,222.2888888888889,80.64588211509839,5,3,8,31,1,3,0.0,0.0,945
2024-08-04,0,Sunday,161,458,4434,2136,1383395,Protein E,0,196.0,148.0,152.0,218.0,169.0,371.0,191.0,156.71428571428572,26.91786448757565,168.57142857142858,32.60418634213794,228.7,83.72127402361905,221.4777777777778,80.89349743700362,6,4,8,31,1,3,0.0,0.0,946
2024-08-05,0,Monday,156,443,2762,1791,931008,Skincare B,0,161.0,196.0,148.0,118.0,117.0,261.0,255.0,162.14285714285714,20.98752463908617,171.35714285714286,29.364046940895985,227.6,84.47427684375783,220.2888888888889,81.0625011249912,0,5,8,32,0,3,0.0,0.0,947
2024-08-06,0,Tuesday,159,452,4446,1711,1197312,Probiotic G,0,156.0,161.0,196.0,185.0,169.0,341.0,345.0,158.42857142857142,18.410659438283,170.64285714285714,29.546852345323906,226.53333333333333,85.15168345606726,218.55555555555554,80.68152275990103,1,6,8,32,0,3,0.0,0.0,948
2024-08-07,0,Wednesday,168,477,3525,1946,1087304,Energy H,0,159.0,156.0,161.0,137.0,180.0,323.0,311.0,162.85714285714286,15.962754267656404,169.78571428571428,29.42834471266369,223.63333333333333,85.62890397174473,216.98888888888888,80.27347840868869,2,7,8,32,0,3,0.0,0.0,949
2024-08-08,0,Thursday,138,391,3597,1963,1084239,Skincare B,0,168.0,159.0,156.0,152.0,191.0,285.0,290.0,160.85714285714286,18.26133046840369,166.0,29.89468694755294,216.73333333333332,83.83314023880315,216.42222222222222,80.65239295512725,3,8,8,32,0,3,0.0,0.0,950
2024-08-09,0,Friday,157,447,4011,2009,1226616,Skincare B,0,138.0,168.0,159.0,148.0,167.0,161.0,367.0,162.14285714285714,17.50646139219029,165.28571428571428,29.988276097444935,211.6,82.5672557624263,216.14444444444445,80.81516727028314,4,9,8,32,0,3,0.0,0.0,951
2024-08-10,0,Saturday,250,709,4987,2725,1571503,Probiotic G,0,157.0,138.0,168.0,196.0,221.0,219.0,423.0,169.85714285714286,36.5030983681694,167.35714285714286,34.75542490661633,210.26666666666668,81.57456218333193,217.15555555555557,80.66129923022635,5,10,8,32,1,3,0.0,0.0,952
2024-08-11,0,Sunday,224,636,5031,1974,1412545,Skincare B,0,250.0,157.0,138.0,161.0,218.0,169.0,371.0,178.85714285714286,41.39415647740939,167.78571428571428,35.45783752230427,205.5,76.09420205381542,218.33333333333334,79.96811162209904,6,11,8,32,1,3,0.0,1.0,953
2024-08-12,1,Monday,224,635,6696,2167,1662998,Skincare B,0,224.0,250.0,157.0,156.0,118.0,117.0,261.0,188.57142857142858,43.08076578883489,175.35714285714286,35.32618802587473,198.86666666666667,64.22897258667793,219.16666666666666,79.62753885321474,0,12,8,33,0,3,0.0,1.0,954
2024-08-13,1,Tuesday,360,1020,7454,2588,1926284,Skincare B,0,224.0,224.0,250.0,159.0,185.0,169.0,341.0,217.28571428571428,75.14145390686933,187.85714285714286,60.78696361108073,198.5,63.23614745402807,221.25555555555556,80.83310050547573,1,13,8,33,0,3,1.0,1.0,955
2024-08-14,1,Wednesday,270,766,8232,2802,2150289,Herbal D,0,360.0,224.0,224.0,168.0,137.0,180.0,323.0,231.85714285714286,73.87022081874129,197.35714285714286,62.59344662534153,198.8,63.563381347092104,222.42222222222222,80.76974872817783,2,14,8,33,0,3,1.0,1.0,956
2024-08-15,1,Thursday,276,783,6433,2527,1872668,Probiotic G,0,270.0,360.0,224.0,138.0,152.0,191.0,285.0,251.57142857142858,62.12851503900975,206.21428571428572,64.42787090576932,196.63333333333333,59.52888799353741,223.76666666666668,80.64181450829967,3,15,8,33,0,3,1.0,1.0,957
2024-08-16,1,Friday,311,881,8275,2716,2077931,Immunity J,0,276.0,270.0,360.0,157.0,148.0,167.0,161.0,273.57142857142856,48.921219468506706,217.85714285714286,67.74142823192496,196.23333333333332,58.684829346282456,224.88888888888889,81.14925137517636,4,16,8,33,0,3,1.0,1.0,958
2024-08-17,1,Saturday,463,1314,8257,3612,2522321,Skincare B,0,311.0,276.0,270.0,250.0,196.0,221.0,219.0,304.0,84.8587060943077,236.92857142857142,93.71845256750836,202.16666666666666,74.76449615330438,227.66666666666666,84.92852249147086,5,17,8,33,1,3,1.0,1.0,959
2024-08-18,1,Sunday,372,1056,9669,2610,2388608,Probiotic G,0,463.0,311.0,276.0,224.0,161.0,218.0,169.0,325.14285714285717,79.89665944503746,252.0,97.46005098737389,209.2,80.46562770139371,230.57777777777778,85.33924078334748,6,18,8,33,1,3,1.0,1.0,960
2024-08-19,1,Monday,277,787,6473,2310,1733950,Vitamin C,0,372.0,463.0,311.0,224.0,156.0,118.0,117.0,332.7142857142857,70.69586099556938,260.64285714285717,93.5797538448906,211.13333333333333,81.40055635382741,232.16666666666666,84.85072814900138,0,19,8,34,0,3,1.0,1.0,961
2024-08-20,1,Tuesday,303,859,8166,2795,2334665,Skincare B,0,277.0,372.0,463.0,360.0,159.0,185.0,169.0,324.57142857142856,70.31087431983157,270.92857142857144,89.36740438791409,215.6,82.67535178699535,233.77777777777777,84.80324588045072,1,20,8,34,0,3,1.0,1.0,962
2024-08-21,1,Wednesday,340,965,6375,2264,1795818,Herbal D,0,303.0,277.0,372.0,270.0,168.0,137.0,180.0,334.57142857142856,66.10813652105027,283.2142857142857,85.8838021545826,223.03333333333333,83.52512871248248,235.8111111111111,85.13490872811708,2,21,8,34,0,3,1.0,1.0,963
2024-08-22,1,Thursday,283,804,7376,2299,1857265,Protein E,0,340.0,303.0,277.0,276.0,138.0,152.0,191.0,335.57142857142856,65.12003568502674,293.57142857142856,75.08939727030446,226.83333333333334,83.57531533493197,237.07777777777778,84.97762134725654,3,22,8,34,0,3,1.0,0.0,964
2024-08-23,0,Friday,171,486,4460,2096,1311657,Herbal D,0,283.0,340.0,303.0,311.0,157.0,148.0,167.0,315.57142857142856,90.4836212487421,294.57142857142856,73.20016213276963,226.53333333333333,83.76516160582845,236.44444444444446,85.25798405541569,4,23,8,34,0,3,1.0,0.0,965
2024-08-24,0,Saturday,230,654,4816,2767,1514653,Supplement A,0,171.0,283.0,340.0,463.0,250.0,196.0,221.0,282.2857142857143,67.02664715299066,293.14285714285717,74.32346885054577,227.83333333333334,83.496885481181,236.67777777777778,85.21075363081876,5,24,8,34,1,3,0.0,0.0,966
